schoolLocation,schoolName,schoolType,schoolLevel,gradeRange
Waterloo,N A MacEachern Public School,Public,Elementary,JK-6
New Dundee,New Dundee Public School,Public,Elementary,JK-6
Waterloo,Northlake Woods Public School,Public,Elementary,JK-8
Elmira,Park Manor Public School,Public,Elementary,7-8
Cambridge,Parkway Public School,Public,Elementary,JK-6
Kitchener,Pioneer Park Public School,Public,Elementary,JK-6
Cambridge,Preston High School,Public,Secondary,9-12
Cambridge,Preston Public School,Public,Elementary,JK-6
Kitchener,Prueter Public School,Public,Elementary,JK-6
Kitchener,Queen Elizabeth Public School,Public,Elementary,JK-6
Kitchener,Queensmount Public School,Public,Elementary,7-8
Elmira,Riverside Public School,Public,Elementary,JK-6
Kitchener,Rockway Public School,Public,Elementary,JK-6
Kitchener,Rosemount Grand River,Public,Elementary,JK-8
Cambridge,Ryerson Public School,Public,Elementary,JK-6
Cambridge,Saginaw Public School,Public,Elementary,JK-6
Kitchener,Sandhills Public School,Public,Elementary,JK-6
Waterloo,Sandowne Public School,Public,Elementary,JK-6
Kitchener,Sheppard Public School,Public,Elementary,JK-6
Cambridge,Silverheights Public School,Public,Elementary,JK-8
Baden,Sir Adam Beck Public School,Public,Elementary,JK-8
Waterloo,Sir John A Macdonald Secondary School,Public,Secondary,9-12
Kitchener,Smithson Public School,Public,Elementary,JK-6
Kitchener,Southridge Public School,Public,Elementary,JK-6
Cambridge,Southwood Secondary School,Public,Secondary,9-12
Cambridge,St Andrew's Public School,Public,Elementary,6-8
St Jacobs,St Jacobs Public School,Public,Elementary,JK-8
Kitchener,Stanley Park Public School,Public,Elementary,7-8
Cambridge,Stewart Avenue Public School,Public,Elementary,JK-8
Kitchener,Suddaby Public School,Public,Elementary,JK-6
Kitchener,Sunnyside Public School,Public,Elementary,7-8
Cambridge,Tait Street Public School,Public,Elementary,JK-6
Kitchener,Trillium Public School,Public,Elementary,JK-6
Waterloo,Vista Hills Public School,Public,Elementary,JK-8
Kitchener,W.T. Townshend Public School,Public,Elementary,JK-6
Waterloo,Waterloo Collegiate Institute,Public,Secondary,9-12
Baden,Waterloo-Oxford District Secondary School,Public,Secondary,9-12
Wellesley,Wellesley Public School,Public,Elementary,JK-8
Kitchener,Westheights Public School,Public,Elementary,6-8
Kitchener,Westmount Public School,Public,Elementary,JK-6
Waterloo,Westvale Public School,Public,Elementary,JK-6
Cambridge,William G Davis Public School,Public,Elementary,7-8
Kitchener,Williamsburg Public School,Public,Elementary,JK-6
Kitchener,Wilson Avenue Public School,Public,Elementary,JK-6
Waterloo,Winston Churchill Public School,Public,Elementary,JK-6
Cambridge,Woodland Park Public School,Public,Elementary,JK-8
Guelph,Bishop Macdonell Catholic Secondary School,Catholic,Secondary,9-12
Guelph,Holy Rosary Catholic School,Catholic,Elementary,JK-8
Guelph,Holy Trinity Catholic School,Catholic,Elementary,JK-8
Guelph,Mary Phelan Catholic School,Catholic,Elementary,JK-8
Guelph,Our Lady of Lourdes Catholic School,Catholic,Secondary,9-12
Rockwood,Sacred Heart - Rockwood Catholic Elementary School,Catholic,Elementary,JK-8
Guelph,Sacred Heart Catholic School,Catholic,Elementary,JK-8
Guelph,St Francis of Assisi Catholic School,Catholic,Elementary,JK-8
Guelph,St Ignatius of Loyola Catholic School,Catholic,Elementary,JK-8
Guelph,St James Catholic School,Catholic,Secondary,9-12
Erin,St John Brebeuf Catholic School,Catholic,Elementary,JK-8
Guelph,St John Catholic School,Catholic,Elementary,JK-8
Arthur,"St John Catholic School, Arthur School",Catholic,Elementary,JK-8
Fergus,St Joseph - Fergus Catholic Elementary School,Catholic,Elementary,JK-8
Guelph,St Joseph Catholic School,Catholic,Elementary,JK-8
Elora,St Mary - Elora Catholic Elementary School,Catholic,Elementary,JK-8
Mount Forest,St Mary - Mount Forest Catholic Elementary School,Catholic,Elementary,JK-8
Guelph,St Michael Catholic School,Catholic,Elementary,JK-8
Guelph,St Patrick Catholic School,Catholic,Elementary,JK-8
Guelph,St Paul Catholic School,Catholic,Elementary,JK-8
Guelph,St Peter Catholic School,Catholic,Elementary,JK-8
Windsor,Assumption College School,Catholic,Secondary,9-12
Windsor,Assumption Middle School,Catholic,Elementary,7-8
Leamington,Cardinal Carter Catholic Secondary School,Catholic,Secondary,9-12
Leamington,Cardinal Carter Middle School,Catholic,Elementary,7-8
Windsor,Catholic Central,Catholic,Secondary,9-12
Windsor,Christ the King Separate School,Catholic,Elementary,JK-8
Windsor,Corpus Christi Catholic Middle School,Catholic,Elementary,7-8
Windsor,F J Brennan Catholic High School,Catholic,Secondary,9-12
Windsor,H J Lassaline Catholic School,Catholic,Elementary,JK-8
LaSalle,Holy Cross Catholic Elementary School,Catholic,Elementary,JK-8
Essex,Holy Name Catholic School,Catholic,Elementary,JK-8
Windsor,Holy Names Catholic High School,Catholic,Secondary,9-12
Windsor,Immaculate Conception Catholic School,Catholic,Elementary,JK-8
Windsor,L A Desmarais Catholic School,Catholic,Elementary,JK-8
Windsor,Notre Dame Catholic School,Catholic,Elementary,JK-8
Windsor,Our Lady of Mount Carmel Catholic School,Catholic,Elementary,JK-8
Windsor,Our Lady of Perpetual Help Catholic School,Catholic,Elementary,JK-8
Stoney Point,Our Lady of the Annunciation Catholic School,Catholic,Elementary,JK-8
LaSalle,Sacred Heart Catholic Elementary School,Catholic,Elementary,JK-8
Windsor,St Angela Catholic School,Catholic,Elementary,JK-8
Windsor,St Anne French Immersion Catholic School,Catholic,Elementary,JK-8
Belle River,St Anne Secondary School,Catholic,Secondary,9-12
Harrow,St Anthony Catholic School,Catholic,Elementary,JK-8
WINDSOR,St Christopher Catholic School,Catholic,Elementary,JK-8
Windsor,St Gabriel Catholic School,Catholic,Elementary,JK-8
Windsor,St James Catholic School,Catholic,Elementary,JK-6
Windsor,St John Vianney Catholic School,Catholic,Elementary,JK-8
Kingsville,St John de Brebeuf Catholic School,Catholic,Elementary,JK-8
Belle River,St John the Baptist Catholic School,Catholic,Elementary,JK-8
Woodslee,St John the Evangelist Catholic School,Catholic,Elementary,JK-8
River Canard,St Joseph Catholic School,Catholic,Elementary,JK-8
Windsor,St Joseph's High School,Catholic,Secondary,9-12
Leamington,St Louis Catholic School,Catholic,Elementary,JK-6
Maidstone,St Mary Catholic School,Catholic,Elementary,JK-8
Tecumseh,St Peter Catholic School,Catholic,Elementary,JK-8
Tecumseh,St Pius X Catholic School,Catholic,Elementary,JK-8
Windsor,St Rose Catholic School,Catholic,Elementary,JK-8
Windsor,St Teresa of CalcuttaCatholic School,Catholic,Elementary,JK-6
LaSalle,St Thomas of Villanova Secondary School,Catholic,Secondary,9-12
Emeryville,St William Catholic School,Catholic,Elementary,JK-8
Tecumseh,St. André,Catholic,Elementary,JK-8
Amherstburg,Stella Maris Catholic School,Catholic,Elementary,JK-8
Windsor,W J Langlois Catholic School,Catholic,Elementary,JK-8
Unionville,All Saints Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,Blessed Scalabrini Catholic Elementary School,Catholic,Elementary,JK-8
Maple,Blessed Trinity Catholic Elementary School,Catholic,Elementary,JK-8
Newmarket,Canadian Martyrs Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,Cardinal Carter Catholic Secondary School,Catholic,Secondary,9-12
Richmond Hill,Christ the King Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Corpus Christi Catholic Elementary School,Catholic,Elementary,JK-8
Maple,Divine Mercy Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,Father Bressani Catholic High School,Catholic,Secondary,9-12
Richmond Hill,Father Frederick McGinn Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Father Henri J M Nouwen Catholic Elementary School,Catholic,Elementary,JK-8
Maple,Father John Kelly Catholic Elementary School,Catholic,Elementary,JK-8
Markham,Father Michael McGivney Catholic High School,Catholic,Secondary,9-12
East Gwillimbury,Good Shepherd Catholic Elementary School,Catholic,Elementary,JK-8
Vaughan,Guardian Angels,Catholic,Elementary,JK-8
Woodbridge,Holy Cross Catholic Academy High School,Catholic,Secondary,9-12
Maple,Holy Jubilee Catholic Elementary School,Catholic,Elementary,JK-8
King City,Holy Name Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,Holy Spirit Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,Immaculate Conception Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,Light of Christ Catholic Elementary School,Catholic,Elementary,JK-8
Newmarket,Notre Dame Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Our Lady Help of Christians Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Our Lady Queen of the World CA High School,Catholic,Secondary,9-12
Woodbridge,Our Lady of Fatima Catholic Elementary School,Catholic,Elementary,JK-8
Sharon,Our Lady of Good Counsel Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,Our Lady of Grace Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Our Lady of Hope Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,Our Lady of the Annunciation Catholic Elementary School,Catholic,Elementary,JK-8
Keswick,Our Lady of the Lake Catholic Academy High School,Catholic,Secondary,9-12
Keswick,Our Lady of the Lake Catholic Elementary School,Catholic,Elementary,7-8
Concord,Our Lady of the Rosary Catholic Elementary School,Catholic,Elementary,JK-8
Kleinburg,Pope Francis Catholic Elementary School,Catholic,Elementary,JK-8
Keswick,Prince of Peace Catholic Elementary School,Catholic,Elementary,JK-6
Newmarket,Sacred Heart Catholic High School,Catholic,Secondary,9-12
Markham,San Lorenzo Ruiz Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,San Marco Catholic Elementary School,Catholic,Elementary,JK-8
Markham,Sir Richard W Scott Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Agnes of Assisi Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Andrew Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Angela Merici Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St Anne Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,St Anthony Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Augustine Catholic High School,Catholic,Secondary,9-12
Unionville,St Benedict Catholic Elementary School,Catholic,Elementary,JK-8
Sutton West,St Bernadette's Catholic Elementary School,Catholic,Elementary,JK-6
Stouffville,St Brendan Catholic School,Catholic,Elementary,JK-8
Stouffville,St Brigid Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Brother André Catholic High School,Catholic,Secondary,9-12
Woodbridge,St Catherine of Siena Catholic Elementary School,Catholic,Elementary,JK-8
Maple,St Cecilia Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St Charles Garnier Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Clare Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Clement Catholic Elementary School,Catholic,Elementary,JK-8
Maple,St David Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Edward Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,St Elizabeth Catholic High School,Catholic,Secondary,9-12
Newmarket,St Elizabeth Seton Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Emily Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Francis Xavier Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Gabriel the Archangel Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Gregory the Great Catholic Academy,Catholic,Elementary,JK-8
Maple,St James Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Jean de Brebeuf Catholic High School,Catholic,Secondary,9-12
Aurora,St Jerome Catholic Elementary School,Catholic,Elementary,JK-8
Maple,St Joan of Arc Catholic High School,Catholic,Secondary,9-12
Woodbridge,St John Bosco Catholic Elementary School,Catholic,Elementary,JK-8
Newmarket,St John Chrysostom Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St John Paul II Catholic Elementary School,Catholic,Elementary,JK-8
Unionville,St John XXIII Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,St Joseph Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Joseph Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St Joseph Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,St Joseph The Worker Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Julia Billiart Catholic Elementary School,Catholic,Elementary,JK-8
Unionville,St Justin Martyr Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Kateri Tekakwitha Catholic Elementary School,Catholic,Elementary,JK-8
Maple,St Luke Catholic Learning Centre,Catholic,Secondary,9-12
Woodbridge,St Margaret Mary Catholic Elementary School,Catholic,Elementary,JK-8
RICHMOND HILL,St Marguerite D'Youville Catholic Elementary School,Catholic,Elementary,JK-8
Stouffville,St Mark Catholic Elementary School,Catholic,Elementary,JK-8
Nobleton,St Mary Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St Mary Immaculate Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Mary of the Angels Catholic Elementary School,Catholic,Elementary,JK-8
Unionville,St Matthew Catholic Elementary School,Catholic,Elementary,JK-8
Aurora,St Maximilian Kolbe High School,Catholic,Secondary,9-12
Thornhill,St Michael Catholic Academy,Catholic,Elementary,JK-8
Vaughan,St Michael the Archangel Catholic Elementary School,Catholic,Elementary,JK-8
Buttonville,St Monica Catholic Elementary School,Catholic,Elementary,JK-8
Newmarket,St Nicholas Catholic Elementary School,Catholic,Elementary,JK-8
WOODBRIDGE,St Padre Pio Catholic Elementary School,Catholic,Elementary,JK-8
Markham,St Patrick Catholic Elementary School,Catholic,Elementary,JK-8
Schomberg,St Patrick Catholic Elementary School,Catholic,Elementary,JK-8
Newmarket,St Paul Catholic Elementary School,Catholic,Elementary,JK-8
Woodbridge,St Peter Catholic Elementary School,Catholic,Elementary,JK-8
Maple,St Raphael the Archangel Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,St Rene Goupil-St Luke Catholic Elementary School,Catholic,Elementary,JK-8
Thornhill,St Robert Catholic High School,Catholic,Secondary,9-12
Woodbridge,St Stephen Catholic Elementary School,Catholic,Elementary,JK-8
Richmond Hill,St Theresa of Lisieux Catholic High School,Catholic,Secondary,9-12
Keswick,St Thomas Aquinas Catholic Elementary School,Catholic,Elementary,JK-6
Woodbridge,St Veronica Catholic Elementary School,Catholic,Elementary,JK-8
RICHMOND HILL,ACCESS Program,Public,Secondary,9-12
Richmond Hill,Adrienne Clarkson Public School,Public,Elementary,1-8
Unionville,Aldergrove Public School,Public,Elementary,JK-8
Richmond Hill,Alexander MacKenzie High School,Public,Secondary,9-12
Newmarket,Alexander Muir Public School,Public,Elementary,JK-8
Maple,Anne Frank Public School,Public,Elementary,JK-8
Markham,Armadale Public School,Public,Elementary,JK-8
Newmarket,Armitage Village Public School,Public,Elementary,JK-8
Markham,Ashton Meadows Public School,Public,Elementary,JK-8
Aurora,Aurora Grove Public School,Public,Elementary,JK-8
Aurora,Aurora Heights Public School,Public,Elementary,JK-8
Aurora,Aurora High School,Public,Secondary,9-12
Thornhill,Bakersfield Public School,Public,Elementary,JK-8
Stouffville,Ballantrae Public School,Public,Elementary,JK-8
